Data;Segmento;Empresa;GrupoProblema;Ocorrências
2017-09;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Itaú Unibanco Capitalização;Cobrança / Contestação;5
2017-09;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Itaú Unibanco Capitalização;Contrato / Oferta;1
2017-09;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Itaú Unibanco Capitalização;Vício de Qualidade;1
2017-09;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Luizaseg;Atendimento / SAC;3
2017-09;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Luizaseg;Cobrança / Contestação;1
2017-09;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Luizaseg;Contrato / Oferta;2
2017-09;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Luizaseg;Vício de Qualidade;7
2017-09;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Mapfre Previdência;Atendimento / SAC;1
2017-09;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Mapfre Previdência;Informação;1
2017-09;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Mapfre Seguros;Atendimento / SAC;6
2017-09;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Mapfre Seguros;Cobrança / Contestação;10
2017-09;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Mapfre Seguros;Contrato / Oferta;12
2017-09;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Mapfre Seguros;Informação;2
2017-09;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Mapfre Seguros;Vício de Qualidade;1
2017-09;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Previsul;Cobrança / Contestação;5
2017-09;Corretoras e Sociedades de Seguros, Capitalização e Previdência;QBE Brasil Seguros;Atendimento / SAC;1
2017-09;Corretoras e Sociedades de Seguros, Capitalização e Previdência;QBE Brasil Seguros;Cobrança / Contestação;2
2017-09;Corretoras e Sociedades de Seguros, Capitalização e Previdência;QBE Brasil Seguros;Contrato / Oferta;4
2017-09;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Sompo Seguros;Atendimento / SAC;2
2017-09;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Sompo Seguros;Cobrança / Contestação;2
2017-09;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Sompo Seguros;Contrato / Oferta;7
2017-09;Corretoras e Sociedades de Seguros, Capitalização e Previdência;SulAmérica Auto;Atendimento / SAC;3
2017-09;Corretoras e Sociedades de Seguros, Capitalização e Previdência;SulAmérica Auto;Cobrança / Contestação;1
2017-09;Corretoras e Sociedades de Seguros, Capitalização e Previdência;SulAmérica Auto;Contrato / Oferta;3
2017-09;Corretoras e Sociedades de Seguros, Capitalização e Previdência;SulAmérica Auto;Informação;1
2017-09;Corretoras e Sociedades de Seguros, Capitalização e Previdência;SulAmérica Seguros de Pessoas e Previdência;Atendimento / SAC;1
2017-09;Corretoras e Sociedades de Seguros, Capitalização e Previdência;SulAmérica Seguros de Pessoas e Previdência;Cobrança / Contestação;1
2017-09;Corretoras e Sociedades de Seguros, Capitalização e Previdência;SulAmérica Seguros de Pessoas e Previdência;Contrato / Oferta;2
2017-09;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Virginia Surety Seguros;Contrato / Oferta;2
2017-09;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Zurich Minas Brasil Seguros;Atendimento / SAC;14
2017-09;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Zurich Minas Brasil Seguros;Cobrança / Contestação;14
2017-09;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Zurich Minas Brasil Seguros;Contrato / Oferta;31
2017-09;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Zurich Minas Brasil Seguros;Vício de Qualidade;4
2017-09;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Zurich Vida e Previdência;Cobrança / Contestação;1
2017-09;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Zurich Vida e Previdência;Contrato / Oferta;1
2017-09;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Zurich Vida e Previdência;Informação;1
2017-09;Comércio Eletrônico;Americanas.com;Atendimento / SAC;27
2017-09;Comércio Eletrônico;Americanas.com;Cobrança / Contestação;31
2017-09;Comércio Eletrônico;Americanas.com;Contrato / Oferta;120
2017-09;Comércio Eletrônico;Americanas.com;Entrega do Produto;146
2017-09;Comércio Eletrônico;Americanas.com;Informação;2
2017-09;Comércio Eletrônico;Americanas.com;Saúde e Segurança;3
2017-09;Comércio Eletrônico;Americanas.com;Vício de Qualidade;49
2017-09;Comércio Eletrônico;Carrefour.com;Atendimento / SAC;2
2017-09;Comércio Eletrônico;Carrefour.com;Cobrança / Contestação;11
2017-09;Comércio Eletrônico;Carrefour.com;Contrato / Oferta;20
2017-09;Comércio Eletrônico;Carrefour.com;Entrega do Produto;14
2017-09;Comércio Eletrônico;Carrefour.com;Saúde e Segurança;2
2017-09;Comércio Eletrônico;Carrefour.com;Vício de Qualidade;4
2017-09;Comércio Eletrônico;Casasbahia.com;Atendimento / SAC;31
2017-09;Comércio Eletrônico;Casasbahia.com;Cobrança / Contestação;99
2017-09;Comércio Eletrônico;Casasbahia.com;Contrato / Oferta;147
2017-09;Comércio Eletrônico;Casasbahia.com;Entrega do Produto;177
2017-09;Comércio Eletrônico;Casasbahia.com;Informação;4
2017-09;Comércio Eletrônico;Casasbahia.com;Saúde e Segurança;1
2017-09;Comércio Eletrônico;Casasbahia.com;Vício de Qualidade;43
2017-09;Comércio Eletrônico;Centauro.com.br;Atendimento / SAC;2
2017-09;Comércio Eletrônico;Centauro.com.br;Cobrança / Contestação;2
2017-09;Comércio Eletrônico;Centauro.com.br;Contrato / Oferta;8
2017-09;Comércio Eletrônico;Centauro.com.br;Entrega do Produto;7
2017-09;Comércio Eletrônico;Centauro.com.br;Vício de Qualidade;3
2017-09;Comércio Eletrônico;Compra Certa;Cobrança / Contestação;1
2017-09;Comércio Eletrônico;Compra Certa;Contrato / Oferta;1
2017-09;Comércio Eletrônico;Compra Certa;Vício de Qualidade;1
2017-09;Comércio Eletrônico;Elo7;Atendimento / SAC;3
2017-09;Comércio Eletrônico;Elo7;Cobrança / Contestação;3
2017-09;Comércio Eletrônico;Elo7;Contrato / Oferta;3
2017-09;Comércio Eletrônico;Elo7;Entrega do Produto;1
2017-09;Comércio Eletrônico;Extra.com;Atendimento / SAC;18
2017-09;Comércio Eletrônico;Extra.com;Cobrança / Contestação;89
2017-09;Comércio Eletrônico;Extra.com;Contrato / Oferta;64
2017-09;Comércio Eletrônico;Extra.com;Entrega do Produto;75
2017-09;Comércio Eletrônico;Extra.com;Informação;2
2017-09;Comércio Eletrônico;Extra.com;Saúde e Segurança;1
2017-09;Comércio Eletrônico;Extra.com;Vício de Qualidade;24
2017-09;Comércio Eletrônico;Farfetch;Cobrança / Contestação;1
2017-09;Comércio Eletrônico;Farfetch;Contrato / Oferta;1
2017-09;Comércio Eletrônico;Farfetch;Entrega do Produto;2
2017-09;Comércio Eletrônico;Girafa.com.br;Cobrança / Contestação;2
2017-09;Comércio Eletrônico;Girafa.com.br;Entrega do Produto;5
2017-09;Comércio Eletrônico;Ingresso.com;Atendimento / SAC;1
2017-09;Comércio Eletrônico;Ingresso.com;Cobrança / Contestação;2
2017-09;Comércio Eletrônico;Ingresso.com;Contrato / Oferta;10
2017-09;Comércio Eletrônico;Ingresso.com;Vício de Qualidade;2
2017-09;Comércio Eletrônico;KaBuM!;Atendimento / SAC;3
2017-09;Comércio Eletrônico;KaBuM!;Cobrança / Contestação;6
2017-09;Comércio Eletrônico;KaBuM!;Contrato / Oferta;12
2017-09;Comércio Eletrônico;KaBuM!;Entrega do Produto;13
2017-09;Comércio Eletrônico;KaBuM!;Vício de Qualidade;7
2017-09;Comércio Eletrônico;Lebes.com.br;Contrato / Oferta;1
2017-09;Comércio Eletrônico;Loja Brastemp;Contrato / Oferta;2
2017-09;Comércio Eletrônico;Loja Brastemp;Entrega do Produto;2
2017-09;Comércio Eletrônico;Loja Brastemp;Vício de Qualidade;1
2017-09;Comércio Eletrônico;Loja Consul;Cobrança / Contestação;1
2017-09;Comércio Eletrônico;Loja Consul;Contrato / Oferta;1
2017-09;Comércio Eletrônico;Loja Consul;Entrega do Produto;1
2017-09;Comércio Eletrônico;Loja Electrolux;Cobrança / Contestação;4
2017-09;Comércio Eletrônico;Loja Electrolux;Contrato / Oferta;3
2017-09;Comércio Eletrônico;Loja Electrolux;Entrega do Produto;13
2017-09;Comércio Eletrônico;Loja Electrolux;Vício de Qualidade;8
2017-09;Comércio Eletrônico;Lojas Colombo.com;Atendimento / SAC;1
2017-09;Comércio Eletrônico;Lojas Colombo.com;Contrato / Oferta;2
2017-09;Comércio Eletrônico;Lojas Colombo.com;Entrega do Produto;5
2017-09;Comércio Eletrônico;Lojas Colombo.com;Vício de Qualidade;5
2017-09;Comércio Eletrônico;Magazineluiza.com;Atendimento / SAC;18
2017-09;Comércio Eletrônico;Magazineluiza.com;Cobrança / Contestação;23
2017-09;Comércio Eletrônico;Magazineluiza.com;Contrato / Oferta;41
2017-09;Comércio Eletrônico;Magazineluiza.com;Entrega do Produto;60
2017-09;Comércio Eletrônico;Magazineluiza.com;Informação;4
2017-09;Comércio Eletrônico;Magazineluiza.com;Vício de Qualidade;20
2017-09;Comércio Eletrônico;Mercado Livre;Atendimento / SAC;39
2017-09;Comércio Eletrônico;Mercado Livre;Cobrança / Contestação;64
2017-09;Comércio Eletrônico;Mercado Livre;Contrato / Oferta;48
2017-09;Comércio Eletrônico;Mercado Livre;Entrega do Produto;41
2017-09;Comércio Eletrônico;Mercado Livre;Informação;2
2017-09;Comércio Eletrônico;Mercado Livre;Saúde e Segurança;2
2017-09;Comércio Eletrônico;Mercado Livre;Vício de Qualidade;15
2017-09;Comércio Eletrônico;Netshoes;Atendimento / SAC;13
2017-09;Comércio Eletrônico;Netshoes;Cobrança / Contestação;32
2017-09;Comércio Eletrônico;Netshoes;Contrato / Oferta;68
2017-09;Comércio Eletrônico;Netshoes;Entrega do Produto;51
2017-09;Comércio Eletrônico;Netshoes;Informação;1
2017-09;Comércio Eletrônico;Netshoes;Vício de Qualidade;8
2017-09;Comércio Eletrônico;Peixe Urbano;Atendimento / SAC;3
2017-09;Comércio Eletrônico;Peixe Urbano;Cobrança / Contestação;21
2017-09;Comércio Eletrônico;Peixe Urbano;Contrato / Oferta;13
2017-09;Comércio Eletrônico;Peixe Urbano;Entrega do Produto;4
2017-09;Comércio Eletrônico;Peixe Urbano;Vício de Qualidade;1
2017-09;Comércio Eletrônico;Polishop.com.br;Atendimento / SAC;1
2017-09;Comércio Eletrônico;Polishop.com.br;Cobrança / Contestação;2
2017-09;Comércio Eletrônico;Polishop.com.br;Contrato / Oferta;2
2017-09;Comércio Eletrônico;Polishop.com.br;Vício de Qualidade;2
2017-09;Comércio Eletrônico;Pontofrio.com;Atendimento / SAC;21
2017-09;Comércio Eletrônico;Pontofrio.com;Cobrança / Contestação;81
2017-09;Comércio Eletrônico;Pontofrio.com;Contrato / Oferta;110
2017-09;Comércio Eletrônico;Pontofrio.com;Entrega do Produto;99
2017-09;Comércio Eletrônico;Pontofrio.com;Informação;2
2017-09;Comércio Eletrônico;Pontofrio.com;Saúde e Segurança;1
2017-09;Comércio Eletrônico;Pontofrio.com;Vício de Qualidade;32
2017-09;Comércio Eletrônico;Ricardo Eletro.com;Atendimento / SAC;9
2017-09;Comércio Eletrônico;Ricardo Eletro.com;Cobrança / Contestação;21
2017-09;Comércio Eletrônico;Ricardo Eletro.com;Contrato / Oferta;36
2017-09;Comércio Eletrônico;Ricardo Eletro.com;Entrega do Produto;45
2017-09;Comércio Eletrônico;Ricardo Eletro.com;Informação;1
2017-09;Comércio Eletrônico;Ricardo Eletro.com;Vício de Qualidade;20
2017-09;Comércio Eletrônico;Shoptime;Atendimento / SAC;4
2017-09;Comércio Eletrônico;Shoptime;Cobrança / Contestação;8
2017-09;Comércio Eletrônico;Shoptime;Contrato / Oferta;11
2017-09;Comércio Eletrônico;Shoptime;Entrega do Produto;17
2017-09;Comércio Eletrônico;Shoptime;Informação;2
2017-09;Comércio Eletrônico;Shoptime;Saúde e Segurança;1
2017-09;Comércio Eletrônico;Shoptime;Vício de Qualidade;8
2017-09;Comércio Eletrônico;Sou barato;Atendimento / SAC;2
2017-09;Comércio Eletrônico;Sou barato;Cobrança / Contestação;1
2017-09;Comércio Eletrônico;Sou barato;Contrato / Oferta;3
2017-09;Comércio Eletrônico;Sou barato;Entrega do Produto;2
2017-09;Comércio Eletrônico;Sou barato;Vício de Qualidade;2
2017-09;Comércio Eletrônico;Submarino;Atendimento / SAC;14
2017-09;Comércio Eletrônico;Submarino;Cobrança / Contestação;17
2017-09;Comércio Eletrônico;Submarino;Contrato / Oferta;26
2017-09;Comércio Eletrônico;Submarino;Entrega do Produto;50
2017-09;Comércio Eletrônico;Submarino;Informação;1
2017-09;Comércio Eletrônico;Submarino;Saúde e Segurança;2
2017-09;Comércio Eletrônico;Submarino;Vício de Qualidade;17
2017-09;Comércio Eletrônico;Valejet.com;Entrega do Produto;1
2017-09;Comércio Eletrônico;Walmart.com;Atendimento / SAC;6
2017-09;Comércio Eletrônico;Walmart.com;Cobrança / Contestação;12
2017-09;Comércio Eletrônico;Walmart.com;Contrato / Oferta;25
2017-09;Comércio Eletrônico;Walmart.com;Entrega do Produto;52
2017-09;Comércio Eletrônico;Walmart.com;Saúde e Segurança;1
2017-09;Comércio Eletrônico;Walmart.com;Vício de Qualidade;14
2017-09;Comércio Eletrônico;Zattini;Atendimento / SAC;4
2017-09;Comércio Eletrônico;Zattini;Cobrança / Contestação;13
2017-09;Comércio Eletrônico;Zattini;Contrato / Oferta;20
2017-09;Comércio Eletrônico;Zattini;Entrega do Produto;12
2017-09;Comércio Eletrônico;Zattini;Informação;1
2017-09;Comércio Eletrônico;Zattini;Vício de Qualidade;4
2017-09;Cartões de Descontos;Cartão de Todos;Cobrança / Contestação;1
2017-09;Cartões de Descontos;Cartão de Todos;Contrato / Oferta;4
2017-09;Cartões de Descontos;Cartão de Todos;Informação;1
2017-09;Bancos, Financeiras e Administradoras de Cartão;Agiplan;Atendimento / SAC;3
2017-09;Bancos, Financeiras e Administradoras de Cartão;Agiplan;Cobrança / Contestação;23
2017-09;Bancos, Financeiras e Administradoras de Cartão;Agiplan;Contrato / Oferta;14
2017-09;Bancos, Financeiras e Administradoras de Cartão;Agiplan;Informação;1
2017-09;Bancos, Financeiras e Administradoras de Cartão;Agiplan;Vício de Qualidade;3
2017-09;Bancos, Financeiras e Administradoras de Cartão;American Express - Amex;Atendimento / SAC;10
2017-09;Bancos, Financeiras e Administradoras de Cartão;American Express - Amex;Cobrança / Contestação;31
2017-09;Bancos, Financeiras e Administradoras de Cartão;American Express - Amex;Contrato / Oferta;10
2017-09;Bancos, Financeiras e Administradoras de Cartão;American Express - Amex;Entrega do Produto;1
2017-09;Bancos, Financeiras e Administradoras de Cartão;American Express - Amex;Informação;3
2017-09;Bancos, Financeiras e Administradoras de Cartão;American Express - Amex;Vício de Qualidade;9
2017-09;Bancos, Financeiras e Administradoras de Cartão;BRB - Banco de Brasília;Atendimento / SAC;3
2017-09;Bancos, Financeiras e Administradoras de Cartão;BRB - Banco de Brasília;Cobrança / Contestação;16
2017-09;Bancos, Financeiras e Administradoras de Cartão;BRB - Banco de Brasília;Contrato / Oferta;3
2017-09;Bancos, Financeiras e Administradoras de Cartão;BRB - Banco de Brasília;Vício de Qualidade;5
2017-09;Bancos, Financeiras e Administradoras de Cartão;BV Financeira;Atendimento / SAC;8
2017-09;Bancos, Financeiras e Administradoras de Cartão;BV Financeira;Cobrança / Contestação;88
2017-09;Bancos, Financeiras e Administradoras de Cartão;BV Financeira;Contrato / Oferta;18
2017-09;Bancos, Financeiras e Administradoras de Cartão;BV Financeira;Informação;2
2017-09;Bancos, Financeiras e Administradoras de Cartão;BV Financeira;Saúde e Segurança;1
2017-09;Bancos, Financeiras e Administradoras de Cartão;BV Financeira;Vício de Qualidade;10
2017-09;Bancos, Financeiras e Administradoras de Cartão;Bahamas Card;Informação;1
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco BMG;Atendimento / SAC;20
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco BMG;Cobrança / Contestação;157
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco BMG;Contrato / Oferta;84
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco BMG;Informação;6
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco BMG;Vício de Qualidade;14
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Bonsucesso;Cobrança / Contestação;7
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Bonsucesso;Vício de Qualidade;1
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Bradesco;Atendimento / SAC;92
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Bradesco;Cobrança / Contestação;442
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Bradesco;Contrato / Oferta;68
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Bradesco;Entrega do Produto;2
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Bradesco;Informação;34
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Bradesco;Saúde e Segurança;6
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Bradesco;Vício de Qualidade;91
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco CBSS;Atendimento / SAC;4
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco CBSS;Cobrança / Contestação;11
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco CBSS;Vício de Qualidade;3
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Cetelem;Atendimento / SAC;46
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Cetelem;Cobrança / Contestação;204
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Cetelem;Contrato / Oferta;21
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Cetelem;Informação;5
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Cetelem;Vício de Qualidade;28
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Cifra;Cobrança / Contestação;2
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Daycoval;Atendimento / SAC;2
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Daycoval;Cobrança / Contestação;22
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Daycoval;Contrato / Oferta;3
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Daycoval;Vício de Qualidade;4
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Fiat;Cobrança / Contestação;1
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Intermedium;Atendimento / SAC;9
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Intermedium;Cobrança / Contestação;19
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Intermedium;Contrato / Oferta;10
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Intermedium;Informação;2
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Intermedium;Vício de Qualidade;9
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Itaú Unibanco;Atendimento / SAC;80
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Itaú Unibanco;Cobrança / Contestação;364
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Itaú Unibanco;Contrato / Oferta;328
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Itaú Unibanco;Informação;19
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Itaú Unibanco;Saúde e Segurança;6
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Itaú Unibanco;Vício de Qualidade;56
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Mercantil do Brasil;Atendimento / SAC;21
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Mercantil do Brasil;Cobrança / Contestação;13
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Mercantil do Brasil;Contrato / Oferta;4
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Mercantil do Brasil;Informação;2
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Mercantil do Brasil;Saúde e Segurança;1
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Mercantil do Brasil;Vício de Qualidade;19
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Olé Consignado;Atendimento / SAC;4
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Olé Consignado;Cobrança / Contestação;27
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Olé Consignado;Contrato / Oferta;8
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Olé Consignado;Vício de Qualidade;8
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Original;Atendimento / SAC;4
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Original;Cobrança / Contestação;14
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Original;Contrato / Oferta;6
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Original;Informação;1
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Original;Vício de Qualidade;2
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Pan;Atendimento / SAC;52
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Pan;Cobrança / Contestação;234
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Pan;Contrato / Oferta;27
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Pan;Informação;10
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Pan;Vício de Qualidade;53
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Safra;Atendimento / SAC;1
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Safra;Vício de Qualidade;1
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Santander;Atendimento / SAC;72
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Santander;Cobrança / Contestação;354
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Santander;Contrato / Oferta;69
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Santander;Informação;23
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Santander;Vício de Qualidade;73
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Santander Cartões;Atendimento / SAC;31
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Santander Cartões;Cobrança / Contestação;103
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Santander Cartões;Contrato / Oferta;49
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Santander Cartões;Informação;8
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Santander Cartões;Vício de Qualidade;21
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Votorantim;Atendimento / SAC;1
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Votorantim;Cobrança / Contestação;33
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Votorantim;Contrato / Oferta;2
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Votorantim;Informação;1
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco Votorantim;Vício de Qualidade;7
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco do Brasil;Atendimento / SAC;68
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco do Brasil;Cobrança / Contestação;277
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco do Brasil;Contrato / Oferta;69
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco do Brasil;Entrega do Produto;3
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco do Brasil;Informação;17
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco do Brasil;Saúde e Segurança;3
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco do Brasil;Vício de Qualidade;89
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco do Nordeste;Atendimento / SAC;1
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco do Nordeste;Cobrança / Contestação;3
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco do Nordeste;Contrato / Oferta;1
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco24Horas (TecBan);Atendimento / SAC;2
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco24Horas (TecBan);Informação;1
2017-09;Bancos, Financeiras e Administradoras de Cartão;Banco24Horas (TecBan);Vício de Qualidade;2
2017-09;Bancos, Financeiras e Administradoras de Cartão;Bradescard;Atendimento / SAC;68
2017-09;Bancos, Financeiras e Administradoras de Cartão;Bradescard;Cobrança / Contestação;316
2017-09;Bancos, Financeiras e Administradoras de Cartão;Bradescard;Contrato / Oferta;27
2017-09;Bancos, Financeiras e Administradoras de Cartão;Bradescard;Informação;23
2017-09;Bancos, Financeiras e Administradoras de Cartão;Bradescard;Vício de Qualidade;24
2017-09;Bancos, Financeiras e Administradoras de Cartão;Bradesco Cartões;Atendimento / SAC;44
2017-09;Bancos, Financeiras e Administradoras de Cartão;Bradesco Cartões;Cobrança / Contestação;165
2017-09;Bancos, Financeiras e Administradoras de Cartão;Bradesco Cartões;Contrato / Oferta;18
2017-09;Bancos, Financeiras e Administradoras de Cartão;Bradesco Cartões;Entrega do Produto;2
2017-09;Bancos, Financeiras e Administradoras de Cartão;Bradesco Cartões;Informação;8
2017-09;Bancos, Financeiras e Administradoras de Cartão;Bradesco Cartões;Vício de Qualidade;26
2017-09;Bancos, Financeiras e Administradoras de Cartão;Bradesco Financiamentos;Atendimento / SAC;2
2017-09;Bancos, Financeiras e Administradoras de Cartão;Bradesco Financiamentos;Cobrança / Contestação;25
2017-09;Bancos, Financeiras e Administradoras de Cartão;Bradesco Financiamentos;Contrato / Oferta;4
2017-09;Bancos, Financeiras e Administradoras de Cartão;Bradesco Financiamentos;Informação;1
2017-09;Bancos, Financeiras e Administradoras de Cartão;Bradesco Promotora;Atendimento / SAC;10
2017-09;Bancos, Financeiras e Administradoras de Cartão;Bradesco Promotora;Cobrança / Contestação;105
2017-09;Bancos, Financeiras e Administradoras de Cartão;Bradesco Promotora;Contrato / Oferta;26
2017-09;Bancos, Financeiras e Administradoras de Cartão;Bradesco Promotora;Informação;1
2017-09;Bancos, Financeiras e Administradoras de Cartão;Bradesco Promotora;Vício de Qualidade;33
2017-09;Bancos, Financeiras e Administradoras de Cartão;Caixa Econômica Federal;Atendimento / SAC;340
2017-09;Bancos, Financeiras e Administradoras de Cartão;Caixa Econômica Federal;Cobrança / Contestação;751
2017-09;Bancos, Financeiras e Administradoras de Cartão;Caixa Econômica Federal;Contrato / Oferta;191
2017-09;Bancos, Financeiras e Administradoras de Cartão;Caixa Econômica Federal;Entrega do Produto;7
2017-09;Bancos, Financeiras e Administradoras de Cartão;Caixa Econômica Federal;Informação;50
2017-09;Bancos, Financeiras e Administradoras de Cartão;Caixa Econômica Federal;Saúde e Segurança;2
2017-09;Bancos, Financeiras e Administradoras de Cartão;Caixa Econômica Federal;Vício de Qualidade;302
2017-09;Bancos, Financeiras e Administradoras de Cartão;Cartão Americanas.com;Atendimento / SAC;4
2017-09;Bancos, Financeiras e Administradoras de Cartão;Cartão Americanas.com;Cobrança / Contestação;6
2017-09;Bancos, Financeiras e Administradoras de Cartão;Cartão Americanas.com;Contrato / Oferta;8
2017-09;Bancos, Financeiras e Administradoras de Cartão;Cartão Americanas.com;Entrega do Produto;1
2017-09;Bancos, Financeiras e Administradoras de Cartão;Cartão Americanas.com;Informação;2
2017-09;Bancos, Financeiras e Administradoras de Cartão;Cartão Americanas.com;Vício de Qualidade;1
