Data;Segmento;GrupoProblema;Ocorrências
2016-04;Transporte Aéreo;Cobrança / Contestação;98
2017-06;Programas de Fidelidade;Contrato / Oferta;98
2017-11;Operadoras de Planos de Saúde e Administradoras de Benefícios;Cobrança / Contestação;98
2016-12;Fabricantes - Linha Branca;Vício de Qualidade;98
2017-07;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Saúde e Segurança;98
2017-09;Varejo;Vício de Qualidade;97
2017-02;Varejo;Entrega do Produto;97
2017-12;Agências de Viagens;Contrato / Oferta;97
2018-01;Varejo;Contrato / Oferta;96
2017-09;Varejo;Contrato / Oferta;96
2018-04;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Atendimento / SAC;96
2017-05;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Atendimento / SAC;96
2016-07;Bancos de Dados e Cadastros de Consumidores;Contrato / Oferta;96
2016-07;Varejo;Vício de Qualidade;95
2017-03;Transporte Aéreo;Vício de Qualidade;95
2018-01;Transporte Aéreo;Informação;95
2017-02;Transporte Aéreo;Contrato / Oferta;95
2018-06;Supermercados;Contrato / Oferta;95
2017-06;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Saúde e Segurança;95
2017-03;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Cobrança / Contestação;95
2018-05;Varejo;Entrega do Produto;94
2017-05;Varejo;Entrega do Produto;94
2017-01;Varejo;Contrato / Oferta;94
2017-09;Agências de Viagens;Contrato / Oferta;94
2018-04;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Saúde e Segurança;93
2015-12;Empresas de Recuperação de Crédito;Cobrança / Contestação;93
2017-04;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Cobrança / Contestação;93
2017-07;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Atendimento / SAC;93
2015-02;Varejo;Entrega do Produto;92
2015-07;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Informação;92
2017-04;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Saúde e Segurança;92
2017-02;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Saúde e Segurança;92
2017-01;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Atendimento / SAC;92
2015-10;Transporte Aéreo;Cobrança / Contestação;91
2017-02;Perfumaria, Cosméticos e Higiene Pessoal;Cobrança / Contestação;91
2017-07;Operadoras de Planos de Saúde e Administradoras de Benefícios;Cobrança / Contestação;91
2018-01;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Atendimento / SAC;91
2017-10;Energia Elétrica, Gás, Água e Esgoto;Vício de Qualidade;91
2016-09;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Contrato / Oferta;91
2016-02;Agências de Viagens;Cobrança / Contestação;91
2016-12;Varejo;Vício de Qualidade;90
2017-11;Varejo;Atendimento / SAC;90
2016-11;Transporte Aéreo;Contrato / Oferta;90
2017-12;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Cobrança / Contestação;90
2015-04;Comércio Eletrônico;Atendimento / SAC;90
2017-10;Varejo;Contrato / Oferta;89
2017-08;Varejo;Contrato / Oferta;89
2018-02;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Atendimento / SAC;89
2017-02;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Contrato / Oferta;89
2015-06;Comércio Eletrônico;Atendimento / SAC;89
2018-04;Agências de Viagens;Contrato / Oferta;89
2015-12;Varejo;Vício de Qualidade;88
2018-03;Transporte Aéreo;Informação;88
2016-12;Transporte Aéreo;Contrato / Oferta;88
2017-04;Transporte Aéreo;Atendimento / SAC;88
2017-05;Operadoras de Planos de Saúde e Administradoras de Benefícios;Cobrança / Contestação;88
2016-05;Energia Elétrica, Gás, Água e Esgoto;Vício de Qualidade;88
2016-08;Empresas de Recuperação de Crédito;Cobrança / Contestação;88
2017-12;Empresas de Pagamento Eletrônico;Cobrança / Contestação;88
2017-08;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Atendimento / SAC;88
2018-02;Agências de Viagens;Contrato / Oferta;88
2016-11;Varejo;Vício de Qualidade;87
2016-08;Varejo;Vício de Qualidade;87
2015-07;Varejo;Vício de Qualidade;87
2015-06;Varejo;Vício de Qualidade;87
2016-01;Varejo;Entrega do Produto;87
2017-01;Programas de Fidelidade;Contrato / Oferta;87
2017-09;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Saúde e Segurança;87
2017-08;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Saúde e Segurança;87
2017-11;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Cobrança / Contestação;87
2015-02;Comércio Eletrônico;Atendimento / SAC;87
2017-06;Agências de Viagens;Contrato / Oferta;87
2017-02;Agências de Viagens;Cobrança / Contestação;87
2015-11;Varejo;Vício de Qualidade;86
2017-06;Varejo;Contrato / Oferta;86
2017-03;Varejo;Contrato / Oferta;86
2016-04;Varejo;Cobrança / Contestação;86
2016-03;Transporte Aéreo;Contrato / Oferta;86
2018-04;Programas de Fidelidade;Cobrança / Contestação;86
2015-09;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Informação;86
2016-04;Varejo;Vício de Qualidade;85
2015-03;Transporte Aéreo;Cobrança / Contestação;85
2016-06;Programas de Fidelidade;Contrato / Oferta;85
2017-12;Programas de Fidelidade;Cobrança / Contestação;85
2017-06;Operadoras de Planos de Saúde e Administradoras de Benefícios;Cobrança / Contestação;85
2016-03;Agências de Viagens;Cobrança / Contestação;85
2018-06;Varejo;Entrega do Produto;84
2016-07;Varejo;Cobrança / Contestação;84
2018-02;Varejo;Atendimento / SAC;84
2017-02;Empresas de Recuperação de Crédito;Cobrança / Contestação;84
2018-05;Empresas de Pagamento Eletrônico;Entrega do Produto;84
2016-06;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Contrato / Oferta;84
2016-04;Comércio Eletrônico;Atendimento / SAC;84
2015-09;Comércio Eletrônico;Atendimento / SAC;84
2016-05;Bancos, Financeiras e Administradoras de Cartão;Informação;84
2016-05;Agências de Viagens;Cobrança / Contestação;84
2018-02;Varejo;Contrato / Oferta;83
2018-06;Varejo;Atendimento / SAC;83
2017-06;Varejo;Atendimento / SAC;83
2016-04;Bancos de Dados e Cadastros de Consumidores;Contrato / Oferta;83
2017-05;Varejo;Contrato / Oferta;82
2016-11;Varejo;Cobrança / Contestação;82
2016-02;Transporte Aéreo;Contrato / Oferta;82
2018-01;Programas de Fidelidade;Entrega do Produto;82
2018-01;Programas de Fidelidade;Cobrança / Contestação;82
2016-07;Perfumaria, Cosméticos e Higiene Pessoal;Cobrança / Contestação;82
2017-10;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Saúde e Segurança;82
2015-12;Energia Elétrica, Gás, Água e Esgoto;Cobrança / Contestação;82
2016-11;Empresas de Recuperação de Crédito;Cobrança / Contestação;82
2017-07;Agências de Viagens;Contrato / Oferta;82
2016-10;Varejo;Vício de Qualidade;81
2015-11;Varejo;Cobrança / Contestação;81
2015-05;Transporte Aéreo;Cobrança / Contestação;81
2018-05;Perfumaria, Cosméticos e Higiene Pessoal;Atendimento / SAC;81
2017-03;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Cobrança / Contestação;81
2016-04;Bancos, Financeiras e Administradoras de Cartão;Informação;81
2018-05;Varejo;Atendimento / SAC;80
2018-04;Varejo;Atendimento / SAC;80
2015-04;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Informação;80
2016-10;Fabricantes - Linha Branca;Vício de Qualidade;80
2016-09;Fabricantes - Linha Branca;Vício de Qualidade;80
2016-03;Energia Elétrica, Gás, Água e Esgoto;Cobrança / Contestação;80
2016-05;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Contrato / Oferta;80
2015-12;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Contrato / Oferta;80
2017-09;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Atendimento / SAC;80
2016-06;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Atendimento / SAC;80
2015-10;Comércio Eletrônico;Atendimento / SAC;80
2016-07;Varejo;Contrato / Oferta;79
2016-10;Varejo;Cobrança / Contestação;79
2015-12;Varejo;Cobrança / Contestação;79
2015-11;Transporte Aéreo;Contrato / Oferta;79
2018-06;Perfumaria, Cosméticos e Higiene Pessoal;Atendimento / SAC;79
2018-05;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Entrega do Produto;79
2017-02;Energia Elétrica, Gás, Água e Esgoto;Vício de Qualidade;79
2016-04;Energia Elétrica, Gás, Água e Esgoto;Vício de Qualidade;79
2015-06;Empresas de Recuperação de Crédito;Cobrança / Contestação;79
2016-08;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Contrato / Oferta;79
2016-03;Varejo;Vício de Qualidade;78
2015-10;Varejo;Cobrança / Contestação;78
2016-06;Varejo;Atendimento / SAC;78
2016-12;Transporte Aéreo;Vício de Qualidade;78
2018-05;Transporte Aéreo;Informação;78
2015-12;Transporte Aéreo;Contrato / Oferta;78
2015-09;Transporte Aéreo;Contrato / Oferta;78
2017-03;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Entrega do Produto;78
2017-04;Energia Elétrica, Gás, Água e Esgoto;Vício de Qualidade;78
2018-04;Empresas de Pagamento Eletrônico;Contrato / Oferta;78
2016-07;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Contrato / Oferta;78
2016-09;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Cobrança / Contestação;78
2015-10;Bancos, Financeiras e Administradoras de Cartão;Informação;78
2017-05;Agências de Viagens;Contrato / Oferta;78
2016-07;Agências de Viagens;Cobrança / Contestação;78
2016-02;Varejo;Cobrança / Contestação;77
2018-03;Programas de Fidelidade;Cobrança / Contestação;77
2018-02;Programas de Fidelidade;Cobrança / Contestação;77
2017-04;Perfumaria, Cosméticos e Higiene Pessoal;Cobrança / Contestação;77
2017-01;Empresas de Recuperação de Crédito;Cobrança / Contestação;77
2015-05;Comércio Eletrônico;Atendimento / SAC;77
2017-04;Agências de Viagens;Contrato / Oferta;77
2017-07;Agências de Viagens;Cobrança / Contestação;77
2015-11;Agências de Viagens;Cobrança / Contestação;77
2017-11;Varejo;Entrega do Produto;76
2015-01;Varejo;Entrega do Produto;76
2016-01;Transporte Aéreo;Vício de Qualidade;76
2018-04;Transporte Aéreo;Informação;76
2018-03;Programas de Fidelidade;Entrega do Produto;76
2015-12;Operadoras de Planos de Saúde e Administradoras de Benefícios;Cobrança / Contestação;76
2017-12;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Saúde e Segurança;76
2017-11;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Saúde e Segurança;76
2017-12;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Atendimento / SAC;76
2017-09;Energia Elétrica, Gás, Água e Esgoto;Vício de Qualidade;76
2016-06;Energia Elétrica, Gás, Água e Esgoto;Vício de Qualidade;76
2017-10;Empresas de Pagamento Eletrônico;Cobrança / Contestação;76
2017-11;Agências de Viagens;Contrato / Oferta;76
2017-02;Agências de Viagens;Contrato / Oferta;76
2016-01;Varejo;Vício de Qualidade;75
2015-05;Varejo;Vício de Qualidade;75
2015-01;Varejo;Vício de Qualidade;75
2017-06;Varejo;Entrega do Produto;75
2016-08;Programas de Fidelidade;Contrato / Oferta;75
2017-08;Programas de Fidelidade;Cobrança / Contestação;75
2017-03;Perfumaria, Cosméticos e Higiene Pessoal;Cobrança / Contestação;75
2016-08;Operadoras de Planos de Saúde e Administradoras de Benefícios;Cobrança / Contestação;75
2016-06;Operadoras de Planos de Saúde e Administradoras de Benefícios;Cobrança / Contestação;75
2016-01;Fabricantes - Linha Branca;Vício de Qualidade;75
2015-04;Fabricantes - Linha Branca;Vício de Qualidade;75
2016-10;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Atendimento / SAC;75
2017-09;Empresas de Pagamento Eletrônico;Cobrança / Contestação;75
2016-04;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Contrato / Oferta;75
2015-12;Varejo;Entrega do Produto;74
2015-03;Varejo;Contrato / Oferta;74
2017-01;Transporte Aéreo;Vício de Qualidade;74
2016-06;Transporte Aéreo;Vício de Qualidade;74
2015-12;Fabricantes - Linha Branca;Vício de Qualidade;74
2018-04;Energia Elétrica, Gás, Água e Esgoto;Atendimento / SAC;74
2017-11;Energia Elétrica, Gás, Água e Esgoto;Atendimento / SAC;74
2016-11;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Contrato / Oferta;74
2016-12;Varejo;Contrato / Oferta;73
2017-10;Varejo;Atendimento / SAC;73
2017-09;Varejo;Atendimento / SAC;73
2016-06;Perfumaria, Cosméticos e Higiene Pessoal;Cobrança / Contestação;73
2017-04;Operadoras de Planos de Saúde e Administradoras de Benefícios;Cobrança / Contestação;73
2017-10;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Atendimento / SAC;73
2016-10;Empresas de Recuperação de Crédito;Cobrança / Contestação;73
2015-04;Varejo;Vício de Qualidade;72
2016-10;Varejo;Contrato / Oferta;72
2015-11;Transporte Aéreo;Vício de Qualidade;72
2015-03;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Entrega do Produto;72
2017-09;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Atendimento / SAC;72
2018-05;Energia Elétrica, Gás, Água e Esgoto;Atendimento / SAC;72
2016-07;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Cobrança / Contestação;72
2017-04;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Atendimento / SAC;72
2015-12;Agências de Viagens;Cobrança / Contestação;72
2015-02;Varejo;Vício de Qualidade;71
2016-11;Transporte Aéreo;Vício de Qualidade;71
2016-03;Transporte Aéreo;Vício de Qualidade;71
2015-12;Transporte Aéreo;Vício de Qualidade;71
2016-10;Transporte Aéreo;Contrato / Oferta;71
2016-04;Transporte Aéreo;Contrato / Oferta;71
2016-10;Perfumaria, Cosméticos e Higiene Pessoal;Cobrança / Contestação;71
2016-02;Energia Elétrica, Gás, Água e Esgoto;Cobrança / Contestação;71
2016-10;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Contrato / Oferta;71
2017-01;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Cobrança / Contestação;71
2015-08;Varejo;Vício de Qualidade;70
2016-12;Varejo;Entrega do Produto;70
2015-10;Transporte Aéreo;Contrato / Oferta;70
2017-12;Supermercados;Contrato / Oferta;70
2016-12;Programas de Fidelidade;Contrato / Oferta;70
2016-09;Programas de Fidelidade;Contrato / Oferta;70
2017-01;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Cobrança / Contestação;70
2017-08;Energia Elétrica, Gás, Água e Esgoto;Vício de Qualidade;70
2018-02;Transporte Aéreo;Informação;69
2017-10;Programas de Fidelidade;Cobrança / Contestação;69
2016-11;Perfumaria, Cosméticos e Higiene Pessoal;Cobrança / Contestação;69
2018-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Entrega do Produto;69
2018-03;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Saúde e Segurança;69
2018-01;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Saúde e Segurança;69
2015-08;Comércio Eletrônico;Atendimento / SAC;69
2017-01;Agências de Viagens;Cobrança / Contestação;69
2015-10;Varejo;Vício de Qualidade;68
2017-08;Varejo;Entrega do Produto;68
2017-07;Varejo;Entrega do Produto;68
2016-09;Varejo;Contrato / Oferta;68
2016-05;Varejo;Contrato / Oferta;68
2016-08;Transporte Aéreo;Vício de Qualidade;68
2017-03;Transporte Aéreo;Atendimento / SAC;68
2018-03;Supermercados;Contrato / Oferta;68
2017-03;Supermercados;Contrato / Oferta;68
2017-11;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Atendimento / SAC;68
2015-04;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Atendimento / SAC;68
2018-06;Energia Elétrica, Gás, Água e Esgoto;Atendimento / SAC;68
2015-03;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Contrato / Oferta;68
2017-09;Varejo;Entrega do Produto;67
2017-11;Supermercados;Contrato / Oferta;67
2016-12;Energia Elétrica, Gás, Água e Esgoto;Vício de Qualidade;67
2017-02;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Cobrança / Contestação;67
2016-06;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Cobrança / Contestação;67
2015-12;Agências de Viagens;Contrato / Oferta;67
2015-09;Varejo;Cobrança / Contestação;66
2017-07;Varejo;Atendimento / SAC;66
2016-01;Transporte Aéreo;Contrato / Oferta;66
2017-07;Programas de Fidelidade;Cobrança / Contestação;66
2016-08;Perfumaria, Cosméticos e Higiene Pessoal;Cobrança / Contestação;66
2018-04;Empresas de Pagamento Eletrônico;Atendimento / SAC;66
2016-06;Agências de Viagens;Cobrança / Contestação;66
2015-05;Varejo;Cobrança / Contestação;65
2017-08;Varejo;Atendimento / SAC;65
2018-01;Supermercados;Contrato / Oferta;65
2017-02;Programas de Fidelidade;Contrato / Oferta;65
2018-04;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Entrega do Produto;65
2017-12;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Entrega do Produto;65
2016-10;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Contrato / Oferta;65
2016-05;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Atendimento / SAC;65
2016-08;Energia Elétrica, Gás, Água e Esgoto;Vício de Qualidade;65
2016-07;Energia Elétrica, Gás, Água e Esgoto;Vício de Qualidade;65
2018-03;Energia Elétrica, Gás, Água e Esgoto;Atendimento / SAC;65
2018-01;Energia Elétrica, Gás, Água e Esgoto;Atendimento / SAC;65
2016-02;Varejo;Vício de Qualidade;64
2016-03;Varejo;Cobrança / Contestação;64
2015-08;Varejo;Cobrança / Contestação;64
2018-05;Programas de Fidelidade;Entrega do Produto;64
2018-04;Programas de Fidelidade;Entrega do Produto;64
2017-11;Programas de Fidelidade;Cobrança / Contestação;64
2016-12;Perfumaria, Cosméticos e Higiene Pessoal;Cobrança / Contestação;64
2016-09;Operadoras de Planos de Saúde e Administradoras de Benefícios;Cobrança / Contestação;64
2017-01;Agências de Viagens;Contrato / Oferta;64
2016-01;Agências de Viagens;Contrato / Oferta;64
2016-12;Agências de Viagens;Cobrança / Contestação;64
2016-09;Varejo;Vício de Qualidade;63
2016-04;Varejo;Entrega do Produto;63
2017-05;Varejo;Atendimento / SAC;63
2017-11;Transporte Aéreo;Informação;63
2017-10;Transporte Aéreo;Informação;63
2017-01;Supermercados;Contrato / Oferta;63
2016-06;Perfumaria, Cosméticos e Higiene Pessoal;Atendimento / SAC;63
2015-12;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Entrega do Produto;63
2017-01;Operadoras de Planos de Saúde e Administradoras de Benefícios;Cobrança / Contestação;63
2017-08;Operadoras de Planos de Saúde e Administradoras de Benefícios;Atendimento / SAC;63
2015-07;Fabricantes - Linha Branca;Vício de Qualidade;63
2017-01;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Saúde e Segurança;63
2016-10;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Cobrança / Contestação;63
2016-05;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Cobrança / Contestação;63
2016-12;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Atendimento / SAC;63
2016-04;Agências de Viagens;Cobrança / Contestação;63
2016-01;Agências de Viagens;Cobrança / Contestação;63
2015-05;Varejo;Entrega do Produto;62
2016-06;Varejo;Contrato / Oferta;62
2017-02;Varejo;Atendimento / SAC;62
2016-12;Varejo;Atendimento / SAC;62
2016-09;Transporte Aéreo;Vício de Qualidade;62
2015-04;Transporte Aéreo;Cobrança / Contestação;62
2017-02;Supermercados;Contrato / Oferta;62
2018-02;Programas de Fidelidade;Entrega do Produto;62
2015-11;Energia Elétrica, Gás, Água e Esgoto;Cobrança / Contestação;62
2016-04;Empresas de Recuperação de Crédito;Cobrança / Contestação;62
2015-11;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Contrato / Oferta;62
2017-02;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Atendimento / SAC;62
2015-07;Transporte Aéreo;Cobrança / Contestação;61
2017-02;Operadoras de Planos de Saúde e Administradoras de Benefícios;Cobrança / Contestação;61
2016-12;Operadoras de Planos de Saúde e Administradoras de Benefícios;Cobrança / Contestação;61
2018-06;Operadoras de Planos de Saúde e Administradoras de Benefícios;Atendimento / SAC;61
2015-11;Fabricantes - Linha Branca;Vício de Qualidade;61
2017-01;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Entrega do Produto;61
2016-09;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Contrato / Oferta;61
2016-08;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Contrato / Oferta;61
2016-08;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Atendimento / SAC;61
2015-07;Bancos, Financeiras e Administradoras de Cartão;Informação;61
2016-11;Agências de Viagens;Cobrança / Contestação;61
2016-08;Agências de Viagens;Cobrança / Contestação;61
2016-07;Varejo;Atendimento / SAC;60
2016-02;Transporte Aéreo;Vício de Qualidade;60
2015-06;Transporte Aéreo;Cobrança / Contestação;60
2017-07;Supermercados;Contrato / Oferta;60
2017-06;Supermercados;Contrato / Oferta;60
2018-06;Programas de Fidelidade;Atendimento / SAC;60
2016-05;Operadoras de Planos de Saúde e Administradoras de Benefícios;Cobrança / Contestação;60
2015-06;Fabricantes - Linha Branca;Vício de Qualidade;60
2017-02;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Cobrança / Contestação;60
2016-03;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Atendimento / SAC;60
2016-03;Energia Elétrica, Gás, Água e Esgoto;Vício de Qualidade;60
2015-10;Energia Elétrica, Gás, Água e Esgoto;Vício de Qualidade;60
2016-03;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Contrato / Oferta;60
2015-11;Agências de Viagens;Contrato / Oferta;60
2016-10;Agências de Viagens;Cobrança / Contestação;60
2016-08;Varejo;Contrato / Oferta;59
2017-04;Varejo;Atendimento / SAC;59
2017-09;Supermercados;Contrato / Oferta;59
2017-05;Supermercados;Contrato / Oferta;59
2018-01;Perfumaria, Cosméticos e Higiene Pessoal;Entrega do Produto;59
2017-01;Perfumaria, Cosméticos e Higiene Pessoal;Cobrança / Contestação;59
2018-04;Perfumaria, Cosméticos e Higiene Pessoal;Atendimento / SAC;59
2018-05;Operadoras de Planos de Saúde e Administradoras de Benefícios;Atendimento / SAC;59
2015-05;Fabricantes - Linha Branca;Vício de Qualidade;59
2015-12;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Atendimento / SAC;59
2016-01;Energia Elétrica, Gás, Água e Esgoto;Cobrança / Contestação;59
2016-11;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Atendimento / SAC;59
2016-08;Varejo;Entrega do Produto;58
2017-12;Transporte Aéreo;Informação;58
2017-11;Programas de Fidelidade;Entrega do Produto;58
2017-12;Perfumaria, Cosméticos e Higiene Pessoal;Entrega do Produto;58
2017-06;Perfumaria, Cosméticos e Higiene Pessoal;Atendimento / SAC;58
2018-04;Operadoras de Planos de Saúde e Administradoras de Benefícios;Atendimento / SAC;58
2017-07;Operadoras de Planos de Saúde e Administradoras de Benefícios;Atendimento / SAC;58
2015-03;Fabricantes - Linha Branca;Atendimento / SAC;58
2018-05;Fabricantes - Eletroportáteis e Artigos de Uso Doméstico e Pessoal;Vício de Qualidade;58
2018-02;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Saúde e Segurança;58
2018-04;Empresas de Pagamento Eletrônico;Entrega do Produto;58
2016-08;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Cobrança / Contestação;58
2015-12;Bancos, Financeiras e Administradoras de Cartão;Informação;58
2015-12;Varejo;Contrato / Oferta;57
2017-02;Transporte Aéreo;Vício de Qualidade;57
2015-02;Transporte Aéreo;Cobrança / Contestação;57
2017-01;Transporte Aéreo;Atendimento / SAC;57
2018-02;Supermercados;Contrato / Oferta;57
2016-12;Supermercados;Contrato / Oferta;57
2016-01;Programas de Fidelidade;Contrato / Oferta;57
2017-03;Operadoras de Planos de Saúde e Administradoras de Benefícios;Cobrança / Contestação;57
2015-09;Empresas de Recuperação de Crédito;Cobrança / Contestação;57
2016-11;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Cobrança / Contestação;57
2017-03;Agências de Viagens;Contrato / Oferta;57
2016-09;Agências de Viagens;Cobrança / Contestação;57
2016-02;Varejo;Entrega do Produto;56
2016-11;Varejo;Contrato / Oferta;56
2015-07;Varejo;Cobrança / Contestação;56
2016-07;Transporte Aéreo;Vício de Qualidade;56
2016-07;Transporte Aéreo;Atendimento / SAC;56
2018-06;Programas de Fidelidade;Entrega do Produto;56
2016-11;Programas de Fidelidade;Contrato / Oferta;56
2015-02;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Informação;56
2015-01;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Informação;56
2015-11;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Entrega do Produto;56
2018-01;Operadoras de Planos de Saúde e Administradoras de Benefícios;Atendimento / SAC;56
2016-09;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Atendimento / SAC;56
2015-08;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Contrato / Oferta;56
2016-12;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Cobrança / Contestação;56
2016-04;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Cobrança / Contestação;56
2016-03;Bancos, Financeiras e Administradoras de Cartão;Informação;56
2017-10;Varejo;Entrega do Produto;55
2016-10;Varejo;Entrega do Produto;55
2016-06;Varejo;Entrega do Produto;55
2015-04;Varejo;Contrato / Oferta;55
2016-05;Transporte Aéreo;Vício de Qualidade;55
2016-06;Transporte Aéreo;Atendimento / SAC;55
2018-01;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Entrega do Produto;55
2017-06;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Entrega do Produto;55
2016-10;Operadoras de Planos de Saúde e Administradoras de Benefícios;Cobrança / Contestação;55
2017-06;Operadoras de Planos de Saúde e Administradoras de Benefícios;Atendimento / SAC;55
2015-03;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Contrato / Oferta;55
2015-06;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Atendimento / SAC;55
2016-03;Empresas de Recuperação de Crédito;Cobrança / Contestação;55
2018-05;Empresas de Pagamento Eletrônico;Atendimento / SAC;55
2015-12;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Cobrança / Contestação;55
2016-07;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Atendimento / SAC;55
2016-05;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Atendimento / SAC;55
2016-02;Agências de Viagens;Contrato / Oferta;55
2016-07;Varejo;Entrega do Produto;54
2017-02;Varejo;Contrato / Oferta;54
2015-03;Varejo;Cobrança / Contestação;54
2017-01;Varejo;Atendimento / SAC;54
2016-10;Transporte Aéreo;Vício de Qualidade;54
2016-04;Transporte Aéreo;Vício de Qualidade;54
2017-12;Programas de Fidelidade;Entrega do Produto;54
2017-09;Programas de Fidelidade;Cobrança / Contestação;54
